Date,Open,High,Low,Close,Adj Close,Volume
2022-11-30,5.470000,5.500000,5.460000,5.500000,5.401079,7403600
2022-12-01,5.510000,5.550000,5.510000,5.550000,5.450180,5270800
2022-12-02,5.540000,5.550000,5.510000,5.530000,5.430540,2928400
2022-12-05,5.530000,5.580000,5.530000,5.570000,5.469820,3948800
2022-12-06,5.560000,5.580000,5.540000,5.580000,5.479640,5108200
2022-12-07,5.580000,5.590000,5.540000,5.570000,5.469820,3896200
2022-12-08,5.570000,5.580000,5.560000,5.560000,5.460000,3893400
2022-12-09,5.480000,5.510000,5.460000,5.490000,5.490000,5057700
2022-12-12,5.490000,5.520000,5.470000,5.510000,5.510000,3288800
2022-12-13,5.510000,5.550000,5.500000,5.550000,5.550000,3428000
2022-12-14,5.570000,5.600000,5.550000,5.580000,5.580000,4139900
2022-12-15,5.580000,5.580000,5.550000,5.580000,5.580000,3102200
2022-12-16,5.550000,5.570000,5.530000,5.560000,5.560000,3848800
2022-12-19,5.550000,5.580000,5.550000,5.580000,5.580000,2504700
2022-12-20,5.580000,5.600000,5.530000,5.560000,5.560000,2390500
2022-12-21,5.550000,5.560000,5.530000,5.560000,5.560000,1470400
2022-12-22,5.570000,5.570000,5.540000,5.560000,5.560000,1827700
2022-12-23,5.530000,5.540000,5.480000,5.500000,5.500000,2086500
2022-12-27,5.550000,5.570000,5.520000,5.520000,5.520000,1897200
2022-12-28,5.560000,5.560000,5.540000,5.560000,5.560000,2299100
2022-12-29,5.560000,5.560000,5.520000,5.540000,5.540000,2627300
2022-12-30,5.550000,5.560000,5.530000,5.530000,5.530000,1644100
2023-01-03,5.520000,5.520000,5.460000,5.490000,5.490000,2622400
2023-01-04,5.490000,5.520000,5.480000,5.480000,5.480000,2644300
2023-01-05,5.510000,5.550000,5.500000,5.540000,5.540000,3497000
2023-01-06,5.540000,5.550000,5.520000,5.530000,5.530000,2030700
2023-01-09,5.560000,5.680000,5.560000,5.570000,5.570000,10447300
2023-01-10,5.590000,5.620000,5.570000,5.580000,5.580000,3753400
2023-01-11,5.590000,5.610000,5.560000,5.610000,5.610000,3574900
2023-01-12,5.620000,5.630000,5.600000,5.630000,5.630000,3818100
2023-01-13,5.650000,5.860000,5.630000,5.860000,5.860000,19208900
2023-01-16,5.860000,5.980000,5.820000,5.830000,5.830000,7879900
2023-01-17,5.830000,5.870000,5.780000,5.830000,5.830000,3535400
2023-01-18,5.840000,5.880000,5.800000,5.880000,5.880000,3656500
2023-01-19,5.840000,5.880000,5.820000,5.820000,5.820000,2724100
2023-01-20,5.840000,5.900000,5.820000,5.880000,5.880000,3219300
2023-01-25,5.940000,6.000000,5.930000,5.980000,5.980000,6026600
2023-01-26,5.980000,5.980000,5.920000,5.970000,5.970000,4654588
2023-01-27,5.970000,6.020000,5.940000,5.980000,5.980000,5962400
2023-01-30,5.980000,6.000000,5.950000,5.970000,5.970000,6439400
2023-01-31,5.950000,5.970000,5.910000,5.920000,5.920000,4901400
2023-02-01,5.950000,5.970000,5.910000,5.930000,5.930000,3294800
2023-02-02,5.960000,5.970000,5.940000,5.960000,5.960000,2917500
2023-02-03,5.960000,5.970000,5.910000,5.970000,5.970000,3321100
2023-02-06,5.970000,5.980000,5.930000,5.930000,5.930000,2389000
2023-02-07,5.930000,5.970000,5.880000,5.910000,5.910000,5603500
2023-02-08,5.920000,5.960000,5.910000,5.940000,5.940000,3781900
2023-02-09,5.920000,5.940000,5.890000,5.900000,5.900000,3929600
2023-02-10,5.890000,5.910000,5.860000,5.880000,5.880000,3762200
2023-02-13,5.880000,5.920000,5.820000,5.850000,5.850000,4306200
2023-02-14,5.880000,5.920000,5.860000,5.870000,5.870000,2253600
2023-02-15,5.870000,5.870000,5.760000,5.790000,5.790000,4742700
2023-02-16,5.820000,5.870000,5.800000,5.850000,5.850000,2573600
2023-02-17,5.830000,5.840000,5.780000,5.840000,5.840000,2203200
